gene_id	module_no	colors
ENSG00000068354	3	brown
ENSG00000068366	1	turquoise
ENSG00000068383	2	blue
ENSG00000068394	3	brown
ENSG00000068400	1	turquoise
ENSG00000068438	1	turquoise
ENSG00000068489	1	turquoise
ENSG00000068615	8	pink
ENSG00000068650	1	turquoise
ENSG00000068654	1	turquoise
ENSG00000068697	2	blue
ENSG00000068724	4	yellow
ENSG00000068745	22	darkgreen
ENSG00000068781	7	black
ENSG00000068784	3	brown
ENSG00000068796	6	red
ENSG00000068831	9	magenta
ENSG00000068878	1	turquoise
ENSG00000068885	1	turquoise
ENSG00000068903	2	blue
ENSG00000068912	12	tan
ENSG00000068971	7	black
ENSG00000068976	14	cyan
ENSG00000069011	10	purple
ENSG00000069020	1	turquoise
ENSG00000069122	1	turquoise
ENSG00000069188	1	turquoise
ENSG00000069248	1	turquoise
ENSG00000069275	1	turquoise
ENSG00000069329	3	brown
ENSG00000069345	20	royalblue
ENSG00000069399	1	turquoise
ENSG00000069424	1	turquoise
ENSG00000069431	1	turquoise
ENSG00000069493	6	red
ENSG00000069509	3	brown
ENSG00000069535	4	yellow
ENSG00000069667	9	magenta
ENSG00000069702	9	magenta
ENSG00000069764	2	blue
ENSG00000069812	12	tan
ENSG00000069849	2	blue
ENSG00000069869	8	pink
ENSG00000069943	2	blue
ENSG00000069956	2	blue
ENSG00000069966	1	turquoise
ENSG00000069974	4	yellow
ENSG00000069998	10	purple
ENSG00000070010	3	brown
ENSG00000070018	1	turquoise
ENSG00000070019	4	yellow
ENSG00000070047	1	turquoise
ENSG00000070061	1	turquoise
ENSG00000070081	4	yellow
ENSG00000070087	20	royalblue
ENSG00000070159	2	blue
ENSG00000070190	12	tan
ENSG00000070193	14	cyan
ENSG00000070214	6	red
ENSG00000070269	11	greenyellow
ENSG00000070366	7	black
ENSG00000070367	20	royalblue
ENSG00000070371	23	darkturquoise
ENSG00000070404	1	turquoise
ENSG00000070413	7	black
ENSG00000070423	16	lightcyan
ENSG00000070444	1	turquoise
ENSG00000070476	1	turquoise
ENSG00000070495	3	brown
ENSG00000070501	8	pink
ENSG00000070526	4	yellow
ENSG00000070540	2	blue
ENSG00000070610	4	yellow
ENSG00000070614	7	black
ENSG00000070669	3	brown
ENSG00000070718	8	pink
ENSG00000070731	5	green
ENSG00000070756	1	turquoise
ENSG00000070759	2	blue
ENSG00000070761	8	pink
ENSG00000070770	1	turquoise
ENSG00000070778	6	red
ENSG00000070785	11	greenyellow
ENSG00000070814	1	turquoise
ENSG00000070831	2	blue
ENSG00000070882	1	turquoise
ENSG00000070950	23	darkturquoise
ENSG00000070961	6	red
ENSG00000070985	1	turquoise
ENSG00000071051	17	grey60
ENSG00000071054	1	turquoise
ENSG00000071073	4	yellow
ENSG00000071082	3	brown
ENSG00000071127	4	yellow
ENSG00000071189	20	royalblue
ENSG00000071203	2	blue
ENSG00000071205	9	magenta
ENSG00000071242	1	turquoise
ENSG00000071243	13	salmon
ENSG00000071246	1	turquoise
ENSG00000071282	1	turquoise
ENSG00000071462	1	turquoise
ENSG00000071537	6	red
ENSG00000071539	1	turquoise
ENSG00000071553	11	greenyellow
ENSG00000071564	1	turquoise
ENSG00000071575	1	turquoise
ENSG00000071626	1	turquoise
ENSG00000071655	1	turquoise
ENSG00000071794	9	magenta
ENSG00000071859	1	turquoise
ENSG00000071889	2	blue
ENSG00000071894	1	turquoise
ENSG00000071967	14	cyan
ENSG00000071991	4	yellow
ENSG00000071994	8	pink
ENSG00000072042	1	turquoise
ENSG00000072062	7	black
ENSG00000072071	1	turquoise
ENSG00000072110	1	turquoise
ENSG00000072121	6	red
ENSG00000072133	4	yellow
ENSG00000072134	1	turquoise
ENSG00000072135	12	tan
ENSG00000072163	16	lightcyan
ENSG00000072195	1	turquoise
ENSG00000072201	5	green
ENSG00000072210	4	yellow
ENSG00000072274	2	blue
ENSG00000072310	7	black
ENSG00000072364	7	black
ENSG00000072401	3	brown
ENSG00000072415	4	yellow
ENSG00000072422	8	pink
ENSG00000072501	1	turquoise
ENSG00000072506	3	brown
ENSG00000072518	19	lightyellow
ENSG00000072571	1	turquoise
ENSG00000072609	4	yellow
ENSG00000072657	4	yellow
ENSG00000072682	2	blue
ENSG00000072694	2	blue
ENSG00000072736	1	turquoise
ENSG00000072756	1	turquoise
ENSG00000072778	4	yellow
ENSG00000072786	9	magenta
ENSG00000072803	2	blue
ENSG00000072818	9	magenta
ENSG00000072832	1	turquoise
ENSG00000072840	1	turquoise
ENSG00000072849	3	brown
ENSG00000072858	4	yellow
ENSG00000072864	1	turquoise
ENSG00000072952	1	turquoise
ENSG00000072954	5	green
ENSG00000072958	1	turquoise
ENSG00000073008	1	turquoise
ENSG00000073050	1	turquoise
ENSG00000073060	1	turquoise
ENSG00000073067	1	turquoise
ENSG00000073111	1	turquoise
ENSG00000073169	30	steelblue
ENSG00000073331	12	tan
ENSG00000073350	14	cyan
ENSG00000073417	4	yellow
ENSG00000073464	1	turquoise
ENSG00000073536	1	turquoise
ENSG00000073578	2	blue
ENSG00000073584	8	pink
ENSG00000073605	4	yellow
ENSG00000073614	7	black
ENSG00000073711	4	yellow
ENSG00000073712	1	turquoise
ENSG00000073734	4	yellow
ENSG00000073737	4	yellow
ENSG00000073756	1	turquoise
ENSG00000073792	20	royalblue
ENSG00000073803	2	blue
ENSG00000073849	1	turquoise
ENSG00000073910	1	turquoise
ENSG00000073921	17	grey60
ENSG00000073969	2	blue
ENSG00000074047	1	turquoise
ENSG00000074054	1	turquoise
ENSG00000074071	2	blue
ENSG00000074181	1	turquoise
ENSG00000074201	8	pink
ENSG00000074219	1	turquoise
ENSG00000074266	23	darkturquoise
ENSG00000074276	4	yellow
ENSG00000074319	2	blue
ENSG00000074356	1	turquoise
ENSG00000074370	12	tan
ENSG00000074410	4	yellow
ENSG00000074416	6	red
ENSG00000074527	18	lightgreen
ENSG00000074582	1	turquoise
ENSG00000074590	1	turquoise
ENSG00000074603	7	black
ENSG00000074621	1	turquoise
ENSG00000074657	1	turquoise
ENSG00000074660	9	magenta
ENSG00000074695	1	turquoise
ENSG00000074696	1	turquoise
ENSG00000074706	9	magenta
ENSG00000074755	6	red
ENSG00000074800	3	brown
ENSG00000074842	1	turquoise
ENSG00000074855	1	turquoise
ENSG00000074935	8	pink
ENSG00000074964	1	turquoise
ENSG00000074966	6	red
ENSG00000075073	14	cyan
ENSG00000075089	3	brown
ENSG00000075131	8	pink
ENSG00000075142	2	blue
ENSG00000075151	7	black
ENSG00000075188	8	pink
ENSG00000075213	1	turquoise
ENSG00000075218	1	turquoise
ENSG00000075223	4	yellow
ENSG00000075234	2	blue
ENSG00000075239	2	blue
ENSG00000075240	6	red
ENSG00000075275	1	turquoise
ENSG00000075292	1	turquoise
ENSG00000075303	18	lightgreen
ENSG00000075336	2	blue
ENSG00000075391	1	turquoise
ENSG00000075399	4	yellow
ENSG00000075407	1	turquoise
ENSG00000075413	9	magenta
ENSG00000075415	2	blue
ENSG00000075420	17	grey60
ENSG00000075426	6	red
ENSG00000075539	7	black
ENSG00000075568	6	red
ENSG00000075618	1	turquoise
ENSG00000075624	7	black
ENSG00000075643	29	saddlebrown
ENSG00000075651	2	blue
ENSG00000075702	1	turquoise
ENSG00000075711	25	orange
ENSG00000075785	2	blue
ENSG00000075790	2	blue
ENSG00000075826	1	turquoise
ENSG00000075856	1	turquoise
ENSG00000075884	2	blue
ENSG00000075914	8	pink
ENSG00000075945	14	cyan
ENSG00000075975	3	brown
ENSG00000076003	1	turquoise
ENSG00000076043	8	pink
ENSG00000076053	3	brown
ENSG00000076067	7	black
ENSG00000076108	7	black
ENSG00000076201	1	turquoise
ENSG00000076242	3	brown
ENSG00000076248	1	turquoise
ENSG00000076258	2	blue
ENSG00000076321	19	lightyellow
ENSG00000076344	14	cyan
ENSG00000076351	15	midnightblue
ENSG00000076356	6	red
ENSG00000076382	1	turquoise
ENSG00000076513	2	blue
ENSG00000076554	5	green
ENSG00000076555	12	tan
ENSG00000076604	2	blue
ENSG00000076641	4	yellow
ENSG00000076650	2	blue
ENSG00000076662	2	blue
ENSG00000076685	19	lightyellow
ENSG00000076706	1	turquoise
ENSG00000076716	1	turquoise
ENSG00000076770	4	yellow
ENSG00000076826	7	black
ENSG00000076864	12	tan
ENSG00000076924	1	turquoise
ENSG00000076928	1	turquoise
ENSG00000076944	4	yellow
ENSG00000076984	1	turquoise
ENSG00000077044	7	black
ENSG00000077063	3	brown
ENSG00000077092	17	grey60
ENSG00000077097	1	turquoise
ENSG00000077147	6	red
ENSG00000077150	1	turquoise
ENSG00000077152	1	turquoise
ENSG00000077157	6	red
ENSG00000077232	1	turquoise
ENSG00000077235	1	turquoise
ENSG00000077238	7	black
ENSG00000077254	12	tan
ENSG00000077264	9	magenta
ENSG00000077274	27	white
ENSG00000077312	11	greenyellow
ENSG00000077348	8	pink
ENSG00000077380	3	brown
ENSG00000077420	9	magenta
ENSG00000077454	6	red
ENSG00000077458	1	turquoise
ENSG00000077463	4	yellow
ENSG00000077514	18	lightgreen
ENSG00000077549	12	tan
ENSG00000077585	2	blue
ENSG00000077616	25	orange
ENSG00000077684	12	tan
ENSG00000077713	2	blue
ENSG00000077721	2	blue
ENSG00000077782	1	turquoise
ENSG00000077942	17	grey60
ENSG00000077943	4	yellow
ENSG00000077984	4	yellow
ENSG00000078018	1	turquoise
ENSG00000078043	6	red
ENSG00000078053	1	turquoise
ENSG00000078061	5	green
ENSG00000078070	4	yellow
ENSG00000078081	6	red
ENSG00000078098	1	turquoise
ENSG00000078114	1	turquoise
ENSG00000078124	4	yellow
ENSG00000078140	19	lightyellow
ENSG00000078142	13	salmon
ENSG00000078177	1	turquoise
ENSG00000078237	14	cyan
ENSG00000078246	1	turquoise
ENSG00000078269	1	turquoise
ENSG00000078295	22	darkgreen
ENSG00000078304	2	blue
ENSG00000078328	4	yellow
ENSG00000078369	14	cyan
ENSG00000078399	1	turquoise
ENSG00000078401	1	turquoise
ENSG00000078403	17	grey60
ENSG00000078487	8	pink
ENSG00000078589	5	green
ENSG00000078596	2	blue
ENSG00000078618	10	purple
ENSG00000078668	3	brown
ENSG00000078674	29	saddlebrown
ENSG00000078687	7	black
ENSG00000078699	1	turquoise
ENSG00000078747	7	black
ENSG00000078804	25	orange
ENSG00000078808	4	yellow
ENSG00000078814	1	turquoise
ENSG00000078900	1	turquoise
ENSG00000078902	14	cyan
ENSG00000078967	3	brown
ENSG00000079102	1	turquoise
ENSG00000079112	4	yellow
ENSG00000079134	18	lightgreen
ENSG00000079150	1	turquoise
ENSG00000079156	6	red
ENSG00000079215	1	turquoise
ENSG00000079246	20	royalblue
ENSG00000079257	2	blue
ENSG00000079263	4	yellow
ENSG00000079277	4	yellow
ENSG00000079308	1	turquoise
ENSG00000079313	7	black
ENSG00000079332	3	brown
ENSG00000079335	4	yellow
ENSG00000079337	12	tan
ENSG00000079385	4	yellow
ENSG00000079387	1	turquoise
ENSG00000079432	1	turquoise
ENSG00000079435	1	turquoise
ENSG00000079459	2	blue
ENSG00000079462	8	pink
ENSG00000079482	1	turquoise
ENSG00000079616	15	midnightblue
ENSG00000079689	2	blue
ENSG00000079691	6	red
ENSG00000079739	2	blue
ENSG00000079785	3	brown
ENSG00000079805	6	red
ENSG00000079819	17	grey60
ENSG00000079931	8	pink
ENSG00000079950	13	salmon
ENSG00000079974	9	magenta
ENSG00000079999	1	turquoise
ENSG00000080007	14	cyan
ENSG00000080031	4	yellow
ENSG00000080189	8	pink
ENSG00000080200	9	magenta
ENSG00000080298	1	turquoise
ENSG00000080345	1	turquoise
ENSG00000080371	14	cyan
ENSG00000080493	4	yellow
ENSG00000080503	1	turquoise
ENSG00000080546	16	lightcyan
ENSG00000080561	1	turquoise
ENSG00000080573	1	turquoise
ENSG00000080603	1	turquoise
ENSG00000080608	1	turquoise
ENSG00000080644	3	brown
ENSG00000080802	6	red
ENSG00000080815	2	blue
ENSG00000080819	1	turquoise
ENSG00000080822	3	brown
ENSG00000080823	1	turquoise
ENSG00000080824	1	turquoise
ENSG00000080839	1	turquoise
ENSG00000080845	1	turquoise
ENSG00000080854	1	turquoise
ENSG00000080986	24	darkgrey
ENSG00000081014	7	black
ENSG00000081019	4	yellow
ENSG00000081026	6	red
ENSG00000081041	1	turquoise
ENSG00000081052	12	tan
ENSG00000081059	1	turquoise
ENSG00000081087	2	blue
ENSG00000081154	3	brown
ENSG00000081177	3	brown
ENSG00000081181	11	greenyellow
ENSG00000081189	4	yellow
ENSG00000081237	6	red
ENSG00000081307	1	turquoise
ENSG00000081320	6	red
ENSG00000081377	26	darkorange
ENSG00000081386	15	midnightblue
ENSG00000081665	23	darkturquoise
ENSG00000081692	8	pink
ENSG00000081721	3	brown
ENSG00000081760	1	turquoise
ENSG00000081791	2	blue
ENSG00000081803	12	tan
ENSG00000081818	10	purple
ENSG00000081870	3	brown
ENSG00000081913	6	red
ENSG00000081923	4	yellow
ENSG00000081985	6	red
ENSG00000082014	11	greenyellow
ENSG00000082068	15	midnightblue
ENSG00000082074	4	yellow
ENSG00000082146	13	salmon
ENSG00000082153	3	brown
ENSG00000082175	1	turquoise
ENSG00000082196	17	grey60
ENSG00000082212	2	blue
ENSG00000082213	23	darkturquoise
ENSG00000082258	18	lightgreen
ENSG00000082269	25	orange
ENSG00000082397	4	yellow
ENSG00000082438	7	black
ENSG00000082458	14	cyan
ENSG00000082497	9	magenta
ENSG00000082512	1	turquoise
ENSG00000082515	3	brown
ENSG00000082516	1	turquoise
ENSG00000082641	25	orange
ENSG00000082701	1	turquoise
ENSG00000082781	17	grey60
ENSG00000082805	7	black
ENSG00000082898	1	turquoise
ENSG00000082996	2	blue
ENSG00000083093	1	turquoise
ENSG00000083097	7	black
ENSG00000083099	8	pink
ENSG00000083123	2	blue
ENSG00000083168	1	turquoise
ENSG00000083223	7	black
ENSG00000083290	1	turquoise
ENSG00000083307	1	turquoise
ENSG00000083312	1	turquoise
ENSG00000083444	1	turquoise
ENSG00000083454	24	darkgrey
ENSG00000083457	3	brown
ENSG00000083520	1	turquoise
ENSG00000083535	1	turquoise
ENSG00000083544	11	greenyellow
ENSG00000083635	1	turquoise
ENSG00000083642	1	turquoise
ENSG00000083720	5	green
ENSG00000083750	8	pink
ENSG00000083799	4	yellow
ENSG00000083807	1	turquoise
ENSG00000083812	4	yellow
ENSG00000083814	20	royalblue
ENSG00000083817	1	turquoise
ENSG00000083828	5	green
ENSG00000083838	5	green
ENSG00000083844	12	tan
ENSG00000083845	3	brown
ENSG00000083857	7	black
ENSG00000083896	9	magenta
ENSG00000083937	2	blue
ENSG00000084070	4	yellow
ENSG00000084072	3	brown
ENSG00000084073	2	blue
ENSG00000084090	3	brown
ENSG00000084092	2	blue
ENSG00000084093	1	turquoise
ENSG00000084110	28	skyblue
ENSG00000084112	1	turquoise
ENSG00000084207	11	greenyellow
ENSG00000084234	19	lightyellow
ENSG00000084444	16	lightcyan
ENSG00000084463	1	turquoise
ENSG00000084623	3	brown
ENSG00000084636	1	turquoise
ENSG00000084652	9	magenta
ENSG00000084674	2	blue
ENSG00000084676	4	yellow
ENSG00000084693	8	pink
ENSG00000084710	11	greenyellow
ENSG00000084731	1	turquoise
ENSG00000084733	2	blue
ENSG00000084754	2	blue
ENSG00000084764	14	cyan
ENSG00000084774	1	turquoise
ENSG00000085063	2	blue
ENSG00000085117	1	turquoise
ENSG00000085185	1	turquoise
ENSG00000085224	1	turquoise
ENSG00000085231	3	brown
ENSG00000085265	1	turquoise
ENSG00000085274	3	brown
ENSG00000085276	2	blue
ENSG00000085365	2	blue
ENSG00000085377	1	turquoise
ENSG00000085382	1	turquoise
ENSG00000085415	26	darkorange
ENSG00000085433	9	magenta
ENSG00000085449	2	blue
ENSG00000085465	10	purple
ENSG00000085491	4	yellow
ENSG00000085511	1	turquoise
ENSG00000085514	1	turquoise
ENSG00000085552	6	red
ENSG00000085563	19	lightyellow
ENSG00000085644	6	red
ENSG00000085662	13	salmon
ENSG00000085719	26	darkorange
ENSG00000085721	8	pink
ENSG00000085733	6	red
ENSG00000085741	8	pink
ENSG00000085760	3	brown
ENSG00000085788	26	darkorange
ENSG00000085831	2	blue
ENSG00000085832	4	yellow
ENSG00000085840	1	turquoise
ENSG00000085871	2	blue
ENSG00000085872	1	turquoise
ENSG00000085978	13	salmon
ENSG00000085982	1	turquoise
ENSG00000085998	1	turquoise
ENSG00000085999	1	turquoise
ENSG00000086015	6	red
ENSG00000086061	8	pink
ENSG00000086062	7	black
ENSG00000086065	13	salmon
ENSG00000086102	1	turquoise
ENSG00000086189	1	turquoise
ENSG00000086200	26	darkorange
ENSG00000086205	1	turquoise
ENSG00000086232	13	salmon
ENSG00000086289	17	grey60
ENSG00000086300	1	turquoise
ENSG00000086475	20	royalblue
ENSG00000086504	3	brown
ENSG00000086544	16	lightcyan
ENSG00000086548	1	turquoise
ENSG00000086589	2	blue
ENSG00000086598	3	brown
ENSG00000086619	12	tan
ENSG00000086666	2	blue
ENSG00000086696	4	yellow
ENSG00000086712	1	turquoise
ENSG00000086730	4	yellow
ENSG00000086758	1	turquoise
ENSG00000086827	26	darkorange
ENSG00000086848	3	brown
ENSG00000087008	4	yellow
ENSG00000087053	17	grey60
ENSG00000087074	14	cyan
ENSG00000087076	2	blue
ENSG00000087077	1	turquoise
ENSG00000087085	6	red
ENSG00000087086	2	blue
ENSG00000087087	1	turquoise
ENSG00000087088	2	blue
ENSG00000087095	19	lightyellow
ENSG00000087111	2	blue
ENSG00000087116	1	turquoise
ENSG00000087152	7	black
ENSG00000087157	1	turquoise
ENSG00000087191	3	brown
ENSG00000087206	11	greenyellow
ENSG00000087237	1	turquoise
ENSG00000087245	1	turquoise
ENSG00000087253	1	turquoise
ENSG00000087258	9	magenta
ENSG00000087263	1	turquoise
ENSG00000087266	9	magenta
ENSG00000087269	1	turquoise
ENSG00000087274	7	black
ENSG00000087299	9	magenta
ENSG00000087301	9	magenta
ENSG00000087302	3	brown
ENSG00000087303	1	turquoise
ENSG00000087338	4	yellow
ENSG00000087365	7	black
ENSG00000087448	16	lightcyan
ENSG00000087460	16	lightcyan
ENSG00000087470	14	cyan
ENSG00000087494	1	turquoise
ENSG00000087495	1	turquoise
ENSG00000087502	3	brown
ENSG00000087510	1	turquoise
ENSG00000087586	1	turquoise
ENSG00000087589	17	grey60
ENSG00000087842	1	turquoise
ENSG00000087884	3	brown
ENSG00000087903	1	turquoise
ENSG00000087995	3	brown
ENSG00000088002	1	turquoise
ENSG00000088035	5	green
ENSG00000088038	1	turquoise
ENSG00000088179	1	turquoise
ENSG00000088205	1	turquoise
ENSG00000088247	1	turquoise
ENSG00000088256	6	red
ENSG00000088280	4	yellow
ENSG00000088298	3	brown
ENSG00000088305	1	turquoise
ENSG00000088320	1	turquoise
ENSG00000088325	1	turquoise
ENSG00000088356	11	greenyellow
ENSG00000088367	7	black
ENSG00000088386	2	blue
ENSG00000088387	1	turquoise
ENSG00000088448	16	lightcyan
ENSG00000088451	11	greenyellow
ENSG00000088543	3	brown
ENSG00000088682	2	blue
ENSG00000088727	3	brown
ENSG00000088756	9	magenta
ENSG00000088766	3	brown
ENSG00000088808	9	magenta
ENSG00000088812	7	black
ENSG00000088826	1	turquoise
ENSG00000088827	4	yellow
ENSG00000088832	2	blue
ENSG00000088833	7	black
ENSG00000088836	1	turquoise
ENSG00000088854	9	magenta
ENSG00000088876	11	greenyellow
ENSG00000088881	1	turquoise
ENSG00000088882	1	turquoise
ENSG00000088888	7	black
ENSG00000088899	1	turquoise
ENSG00000088930	1	turquoise
ENSG00000088970	11	greenyellow
ENSG00000088986	3	brown
ENSG00000088992	10	purple
ENSG00000089006	2	blue
ENSG00000089009	3	brown
ENSG00000089012	12	tan
ENSG00000089022	5	green
ENSG00000089041	1	turquoise
ENSG00000089048	1	turquoise
ENSG00000089050	3	brown
ENSG00000089053	3	brown
ENSG00000089057	1	turquoise
ENSG00000089060	4	yellow
ENSG00000089063	3	brown
ENSG00000089091	1	turquoise
ENSG00000089094	1	turquoise
ENSG00000089123	11	greenyellow
ENSG00000089127	2	blue
ENSG00000089154	1	turquoise
ENSG00000089157	3	brown
ENSG00000089159	6	red
ENSG00000089163	3	brown
ENSG00000089177	4	yellow
ENSG00000089195	1	turquoise
ENSG00000089199	5	green
ENSG00000089220	2	blue
ENSG00000089234	11	greenyellow
ENSG00000089248	2	blue
ENSG00000089280	1	turquoise
ENSG00000089289	3	brown
ENSG00000089327	1	turquoise
ENSG00000089335	15	midnightblue
ENSG00000089351	1	turquoise
ENSG00000089356	2	blue
ENSG00000089472	4	yellow
ENSG00000089486	20	royalblue
ENSG00000089505	1	turquoise
ENSG00000089597	1	turquoise
ENSG00000089639	7	black
ENSG00000089682	1	turquoise
ENSG00000089685	1	turquoise
ENSG00000089692	9	magenta
ENSG00000089693	3	brown
ENSG00000089723	10	purple
ENSG00000089737	2	blue
ENSG00000089775	1	turquoise
ENSG00000089818	2	blue
ENSG00000089820	16	lightcyan
ENSG00000089847	9	magenta
ENSG00000089876	13	salmon
ENSG00000089902	9	magenta
ENSG00000089916	1	turquoise
ENSG00000090006	9	magenta
ENSG00000090013	2	blue
ENSG00000090020	6	red
ENSG00000090054	3	brown
ENSG00000090060	3	brown
ENSG00000090061	7	black
ENSG00000090097	8	pink
ENSG00000090104	9	magenta
ENSG00000090238	22	darkgreen
ENSG00000090263	3	brown
ENSG00000090266	3	brown
ENSG00000090273	1	turquoise
ENSG00000090316	2	blue
ENSG00000090339	1	turquoise
ENSG00000090372	1	turquoise
ENSG00000090376	1	turquoise
ENSG00000090382	5	green
ENSG00000090402	4	yellow
ENSG00000090432	2	blue
ENSG00000090447	10	purple
ENSG00000090470	1	turquoise
ENSG00000090487	8	pink
ENSG00000090520	14	cyan
ENSG00000090530	4	yellow
ENSG00000090539	1	turquoise
ENSG00000090554	5	green
ENSG00000090565	28	skyblue
ENSG00000090581	2	blue
ENSG00000090612	10	purple
ENSG00000090615	9	magenta
ENSG00000090621	1	turquoise
ENSG00000090659	4	yellow
ENSG00000090661	1	turquoise
ENSG00000090674	2	blue
ENSG00000090686	12	tan
ENSG00000090776	7	black
ENSG00000090857	1	turquoise
ENSG00000090861	1	turquoise
ENSG00000090863	1	turquoise
ENSG00000090889	1	turquoise
ENSG00000090905	1	turquoise
ENSG00000090924	1	turquoise
ENSG00000090971	1	turquoise
ENSG00000090975	7	black
ENSG00000090989	2	blue
ENSG00000091009	7	black
ENSG00000091039	10	purple
ENSG00000091073	1	turquoise
ENSG00000091106	22	darkgreen
ENSG00000091127	1	turquoise
ENSG00000091129	1	turquoise
ENSG00000091136	1	turquoise
ENSG00000091138	4	yellow
ENSG00000091140	2	blue
ENSG00000091157	6	red
ENSG00000091164	3	brown
ENSG00000091181	5	green
ENSG00000091262	2	blue
ENSG00000091317	18	lightgreen
ENSG00000091409	1	turquoise
ENSG00000091428	1	turquoise
ENSG00000091436	1	turquoise
ENSG00000091483	2	blue
ENSG00000091490	5	green
ENSG00000091513	6	red
ENSG00000091527	14	cyan
ENSG00000091542	14	cyan
ENSG00000091592	9	magenta
ENSG00000091622	6	red
ENSG00000091640	2	blue
ENSG00000091651	1	turquoise
ENSG00000091732	22	darkgreen
ENSG00000091831	5	green
ENSG00000091844	1	turquoise
ENSG00000091879	1	turquoise
ENSG00000091947	3	brown
ENSG00000091972	8	pink
ENSG00000091986	17	grey60
ENSG00000092010	2	blue
ENSG00000092020	2	blue
ENSG00000092036	3	brown
ENSG00000092067	21	darkred
ENSG00000092068	12	tan
ENSG00000092094	5	green
ENSG00000092096	11	greenyellow
ENSG00000092098	6	red
ENSG00000092108	2	blue
ENSG00000092140	15	midnightblue
ENSG00000092148	9	magenta
ENSG00000092199	3	brown
ENSG00000092201	1	turquoise
ENSG00000092203	4	yellow
ENSG00000092208	3	brown
ENSG00000092330	2	blue
